#lemma,wordnet_2.0,wordnet_3.0,POS,Cyc ID,Cyc name
sweat_off,200044504,46022,verb,Mx4rYFEl0LJXEdmAhAACs6hRjg,SweatingOffWeight
epilate,200036279,37514,verb,Mx4rU7DIAbHiEdmAhAACs6hRjg,EpilatingSomething
pull_the_plug,202435257,2510184,verb,Mx4rf311BLctEdmFRAACs6hRjg,PullingThePlug-DiscontinuingAnActivity
caramel,107133328,7601809,noun,Mx4rwKj1B5wpEbGdrcN5Y29ycA,Caramel
Yenisei,108884155,9482330,noun,Mx4rvVjI65wpEbGdrcN5Y29ycA,YeniseiRiver
Pakistani_rupee,112931885,13704274,noun,Mx4rvVjoI5wpEbGdrcN5Y29ycA,Rupee-Pakistan
wool,114249164,15104217,noun,Mx4rwP1QJJwpEbGdrcN5Y29ycA,WoolStuff
water_ski,104384946,4562262,noun,Mx4rvVjmfZwpEbGdrcN5Y29ycA,WaterSki
leukemia,113435236,14242922,noun,Mx4rwP1px5wpEbGdrcN5Y29ycA,Leukemia
legal_code,106257453,6667792,noun,Mx4rvWXHupwpEbGdrcN5Y29ycA,LegalCode
romance,200807323,834557,verb,Mx4rb7DuQbG6EdmAhAACs6hRjg,Romancing-Lying
recipient,109021281,9627906,noun,Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViknpwpEbGdrcN5Y29ycB4rvVipeZwpEbGdrcN5Y29ycB4rvV50MZwpEbGdrcN5Y29ycA,"[:SubcollectionOfWithRelationFromTypeFn, :SocialBeing, :toPossessor, :ChangeInUserRights]"
cranial_nerve,105161704,5476256,noun,Mx4rvWvJVpwpEbGdrcN5Y29ycA,CranialNerve
Holy_Roman_Emperor,109525092,10181137,noun,Mx4rV-nppsi8EdmAAAACs6hRjg,HolyRomanEmperor
Sindhi,106543534,6969705,noun,Mx4rvVjQh5wpEbGdrcN5Y29ycA,SindhiLanguage
arrange,201422386,1463963,verb,Mx4rvWwPLZwpEbGdrcN5Y29ycA,ArrangingObjects
reunify,202396809,2470893,verb,Mx4rm9q3pLvmEdmAAAACs6hRjg,ReunifySomething
grade_school,107901875,8412749,noun,Mx4rvVio15wpEbGdrcN5Y29ycA,ElementarySchool
weed,200303358,313171,verb,Mx4rvVjKMpwpEbGdrcN5Y29ycA,Weeding
poplar,111982758,12731714,noun,Mx8Ngh4rvVio85wpEbGdrcN5Y29ycB4rvVipL5wpEbGdrcN5Y29ycA,"[:WoodFn, :Poplar]"
Oaxaca,108208536,8744750,noun,Mx4rvjSwApwpEbGdrcN5Y29ycA,CityOfOaxacaMexico
go_by,200996097,1029368,verb,Mx8Ngh4rMXlKis4EEdmAAACQJw5drh4rwP336JwpEbGdrcN5Y29ycA,"[:StandingInRelationFn, :nameString]"
February,114349230,15210486,noun,Mx4rvVjC95wpEbGdrcN5Y29ycA,February
character_set,106088130,6488880,noun,Mx4rv2GzE5wpEbGdrcN5Y29ycA,CharacterSet
Kuwaiti_dinar,112898000,13669860,noun,Mx4rvVjmmZwpEbGdrcN5Y29ycA,Dinar-Kuwait
confectioner,109317334,9953350,noun,Mx4rvVjqZZwpEbGdrcN5Y29ycA,Confectioner
scalpel,103986072,4142434,noun,Mx4rvVjGsJwpEbGdrcN5Y29ycA,Scalpel
pulmonary_artery,105046497,5353819,noun,Mx4rvtLmAZwpEbGdrcN5Y29ycA,PulmonaryArtery-Main
indigo,104712511,4970398,noun,Mx4rK675EHTAEdaAAACgyZzFrg,GrayishPurplishBlue-Color
tense,200024764,25203,verb,Mx4ry8kClbHcEdmAhAACs6hRjg,BecomingTense
leg,103518657,3654826,noun,Mx4rvVj7SJwpEbGdrcN5Y29ycA,LegOfPieceOfFurniture
golf_club,107731299,8229694,noun,Mx4rvVjOgJwpEbGdrcN5Y29ycA,GolfClub
Brie,107378617,7852614,noun,Mx4rvYxAYJwpEbGdrcN5Y29ycA,Brie-Cheese
flexible,300978116,1022064,adj,Mx4ry3DkiHS-EdaAAACgyZzFrg,Flexible
Madrid,108465169,9024467,noun,Mx4rvVkLTpwpEbGdrcN5Y29ycA,CityOfMadridSpain
tune,106598312,7028373,noun,Mx4rvlsdD5wpEbGdrcN5Y29ycA,Tune
phosphorus,113810524,14649197,noun,Mx4rvVkILJwpEbGdrcN5Y29ycA,Phosphorus
American_state,108126624,8655464,noun,Mx4rvViKmJwpEbGdrcN5Y29ycA,State-UnitedStates
ungrateful,301104807,1147044,adj,Mx4rvVix95wpEbGdrcN5Y29ycA,Ingratitude
Pepsi,107451441,7928790,noun,Mx4rvxQsspwpEbGdrcN5Y29ycA,PepsiCola
beef,107192932,7663592,noun,Mx4rvVkCj5wpEbGdrcN5Y29ycA,Beef
hair_trigger,103349317,3477303,noun,Mx4rvaYna5wpEbGdrcN5Y29ycA,HairTrigger
Croatia,108272575,8815858,noun,Mx4rvnNcIpwpEbGdrcN5Y29ycA,Croatia
adhere,201316841,1356750,verb,Mx4rvVjwoZwpEbGdrcN5Y29ycA,stuckTo
shut_off,202599751,2680531,verb,Mx4rz3VdSrgHEdmAAAACs6hRjg,ShuttingOffSomething
Malawi,108406867,8962610,noun,Mx4rvViIO5wpEbGdrcN5Y29ycA,Malawi
cathode-ray_tube,102878734,2985137,noun,Mx4rwPvIT5wpEbGdrcN5Y29ycA,CRTDisplay
work_unit,112842994,13609507,noun,Mx4rvVjdcZwpEbGdrcN5Y29ycA,UnitOfEnergy
Arabian_Peninsula,108301772,8847694,noun,Mx4rvVjt7JwpEbGdrcN5Y29ycA,ArabianPeninsula
engine,103168471,3287733,noun,Mx4rvVjOxJwpEbGdrcN5Y29ycA,Engine
Indian,109036774,9645091,noun,Mx4rvVj3A5wpEbGdrcN5Y29ycA,EthnicGroupOfNewWorldNatives
window,104410590,4588365,noun,Mx4rvVj5V5wpEbGdrcN5Y29ycA,WindowPortal
cook,200312547,322847,verb,Mx4rvVi545wpEbGdrcN5Y29ycA,HeatingFood
rifle_range,103936644,4090923,noun,Mx4rvViD9pwpEbGdrcN5Y29ycA,FiringRange
deliver,201466810,1509079,verb,Mx4rzJgGoR6TEdeIswACs2TnIQ,BaseballPitch
invalidate,202403814,2478059,verb,Mx4rE0rnArvqEdmAAAACs6hRjg,InvalidatingSomething
Greek,109096657,9710164,noun,Mx4rvVj4n5wpEbGdrcN5Y29ycA,GreekPerson
shampoo,100244954,257115,noun,Mx4rvVj3q5wpEbGdrcN5Y29ycA,WashingHair
hydrangea,112038783,12788201,noun,Mx4rvVirt5wpEbGdrcN5Y29ycA,Hydrangea
tampon,104218214,4388162,noun,Mx4rwQCDwZwpEbGdrcN5Y29ycA,Tampon-Feminine
fermented,302287733,1155354,adj,Mx4r3vCONnS6EdaAAACgyZzFrg,FermentedStuff
furlong,112879915,13651072,noun,Mx4rvVi42ZwpEbGdrcN5Y29ycA,Furlong
tan,104714342,4973020,noun,Mx4rtePEtHS-EdaAAACgyZzFrg,BeigeColor
picket_fence,103782093,3930313,noun,Mx4rvgEVdZwpEbGdrcN5Y29ycA,PicketFence
catch,202056737,2117955,verb,Mx4rvViPQZwpEbGdrcN5Y29ycA,perceives
neon,113807720,14646152,noun,Mx4rvViwmpwpEbGdrcN5Y29ycA,Neon
Burlington,108581707,9148662,noun,Mx8Ngx4rvWhwppwpEbGdrcN5Y29ycA-KQnVybGluZ3Rvbh4rvViiWJwpEbGdrcN5Y29ycA,"[:CityNamedFn, ""Burlington"", :""Vermont-State""]"
prairie,108093618,8619524,noun,Mx4rv2_3s5wpEbGdrcN5Y29ycA,Prairie
Barcelona,108465887,9025189,noun,Mx4rvVkLC5wpEbGdrcN5Y29ycA,CityOfBarcelonaSpain
Lyon,108382828,8936647,noun,Mx4rvVinnJwpEbGdrcN5Y29ycA,CityOfLyonFrance
Thessaloniki,108249263,8789605,noun,Mx4rvVjk2JwpEbGdrcN5Y29ycA,CityOfThessalonikiGreece
diphtheria,113318674,14123510,noun,Mx4rwP1Ue5wpEbGdrcN5Y29ycA,Diphtheria
acorn,111519530,12267677,noun,Mx4rvVjv2ZwpEbGdrcN5Y29ycA,Acorn
covalent_bond,110698107,11436748,noun,Mx4rvlErDpwpEbGdrcN5Y29ycA,CovalentBond
reprimand,200796716,823669,verb,Mx4rwRdCg5wpEbGdrcN5Y29ycA,Censuring-CommunicationAct
rutherfordium,113814578,14653416,noun,Mx4rwR5W2pwpEbGdrcN5Y29ycA,Rutherfordium
endeavor,202455962,2531199,verb,Mx4rf35fYLctEdmFRAACs6hRjg,Endeavoring
Belgrade,108274256,8817418,noun,Mx4rvVj-n5wpEbGdrcN5Y29ycA,CityOfBelgradeSerbia
interview,106753525,7196075,noun,Mx4rvVj60ZwpEbGdrcN5Y29ycA,Interviewing
piece,105887170,6269396,noun,Mx4rwClAZJwpEbGdrcN5Y29ycA,ConceptualWork
downpour,110760111,11502102,noun,Mx4rJVWDELZqEdmFRAACs6hRjg,Downpour-RainProcess
progesterone,113904141,14746048,noun,Mx4rwP1ZN5wpEbGdrcN5Y29ycA,Progesterone
promenade,106994154,7449316,noun,Mx4rvu3yGZwpEbGdrcN5Y29ycA,Prom
maggot,102226638,2312175,noun,Mx4rwP1q1pwpEbGdrcN5Y29ycA,Maggot
ant,102134375,2219486,noun,Mx4rvVjecpwpEbGdrcN5Y29ycA,Ant
duration,114276721,15133621,noun,Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViApZwpEbGdrcN5Y29ycB4rvVijs5wpEbGdrcN5Y29ycB4rvViAxJwpEbGdrcN5Y29ycA,"[:SubcollectionOfWithRelationFromTypeFn, :""Time-Quantity"", :duration, :TemporalThing]"
payment,101056649,1120448,noun,Mx4rvVkKHZwpEbGdrcN5Y29ycA,Paying
dizziness,113558888,14372513,noun,Mx4rvVjwaZwpEbGdrcN5Y29ycA,LevelOfDizziness
Kashmiri,106546593,6972874,noun,Mx4rvVjNsJwpEbGdrcN5Y29ycA,KashmiriLanguage
blood_group,107619935,5400601,noun,Mx4rwP1Lu5wpEbGdrcN5Y29ycA,BloodType
saucer,103983002,4139291,noun,Mx4rvVjUeJwpEbGdrcN5Y29ycA,Saucer
test_match,107014887,7471126,noun,Mx4rvVjAgZwpEbGdrcN5Y29ycA,InternationalSportsCompetition
buy_it,200348382,359806,verb,Mx4rvVkJU5wpEbGdrcN5Y29ycA,Dying
gag,200075159,77458,verb,Mx8Ngh4rbVIvPjAeQdieCuwAPAqLeB4rvViLg5wpEbGdrcN5Y29ycA,"[:UnsuccessfulAttemptToFn, :Vomiting]"
tape,104222129,4392113,noun,Mx4rwPu_2ZwpEbGdrcN5Y29ycA,TapeMeasure
center,108004273,8523483,noun,Mx4rs7udlsebEdmAAAACs6hRjg,CenterOfGeographicalRegion
Irish_person,109100462,9714952,noun,Mx4rvVioqJwpEbGdrcN5Y29ycA,IrishPerson
drive,100295494,307631,noun,Mx8Ngh4rv3tMrJwpEbGdrcN5Y29ycB4rvVjT95wpEbGdrcN5Y29ycA,"[:TransportViaFn, :RoadVehicle]"
identify,200598581,618878,verb,Mx4rwBcGZpwpEbGdrcN5Y29ycA,Identifying
trench,108865593,9461315,noun,Mx4rvVj0vpwpEbGdrcN5Y29ycA,OceanTrench
beginning,114401902,15265518,noun,Mx4rvgD2nJwpEbGdrcN5Y29ycA,startingPoint
black-footed_ferret,102355782,2443484,noun,Mx4rv0zJz5wpEbGdrcN5Y29ycA,BlackFootedFerret
winter,114376637,15237782,noun,Mx4rvVkBwZwpEbGdrcN5Y29ycA,WinterSeason
spiral,100327886,343606,noun,Mx4rwNOXTZwpEbGdrcN5Y29ycA,Spiraling
europium,113799376,14637176,noun,Mx4rvxqK-5wpEbGdrcN5Y29ycA,Europium
Versailles,108384339,8938619,noun,Mx4rvpaVRJwpEbGdrcN5Y29ycA,CityOfVersaillesFrance
dress,200043305,44797,verb,Mx4rvVjNfJwpEbGdrcN5Y29ycA,PuttingOnAClothingItem
cervical_vertebra,105268903,5588551,noun,Mx4rvnpJSJwpEbGdrcN5Y29ycA,CervicalVertebra
grenade,103331985,3458271,noun,Mx4rwQr4rpwpEbGdrcN5Y29ycA,HandGrenade
shingle,114186201,15039445,noun,Mx4rwQw26JwpEbGdrcN5Y29ycA,Shingle-BuildingMaterial
recitative,106652175,7087346,noun,Mx4rv0EP_pwpEbGdrcN5Y29ycA,Recitative
bundle_up,200045514,47032,verb,Mx4rU7GLULHiEdmAhAACs6hRjg,BundlingUpSomeone
meningitis,113332580,14137829,noun,Mx8Ngh4rwP1IkpwpEbGdrcN5Y29ycB4rwDOl8JwpEbGdrcN5Y29ycA,"[:InfectionFn, :Meninges]"
Dominican_peso,112920133,13692278,noun,Mx4rvVjKv5wpEbGdrcN5Y29ycA,Peso-DominicanRepublic
electrical_power,110710363,11449419,noun,Mx4rvVkGfJwpEbGdrcN5Y29ycA,Electricity
internationalize,202368290,2441686,verb,Mx4r6ZaxsLi2EdmAAAACs6hRjg,Internationalize-ExercisingAuthoritativeControlOverSomething
Circassian,109031798,9639382,noun,Mx4rvVjGTJwpEbGdrcN5Y29ycA,EthnicGroupOfCircassians
wig,104406448,4584207,noun,Mx4rvVjoIJwpEbGdrcN5Y29ycA,Wig
hall,103350921,3478907,noun,Mx4rwQBczJwpEbGdrcN5Y29ycA,PersonAssemblyRoom
plate,201354597,1395049,verb,Mx4rvVitQpwpEbGdrcN5Y29ycA,MetalPlating
sandwich,107224829,7695965,noun,Mx4rwQB8jpwpEbGdrcN5Y29ycA,Sandwich
groundsman,109495732,10148663,noun,Mx4rvViZopwpEbGdrcN5Y29ycA,GroundsPerson
Olympus,108791089,9378529,noun,Mx4rvVkMCpwpEbGdrcN5Y29ycA,MountOlympus
pint,112853014,13619307,noun,Mx4rvVj1-ZwpEbGdrcN5Y29ycA,Pint-US
ibuprofen,103425309,3556281,noun,Mx4rvVjIOJwpEbGdrcN5Y29ycA,Ibuprofen
bedclothes,102721172,2820210,noun,Mx4rvVjUPpwpEbGdrcN5Y29ycA,BedCovering
trustee,110032354,10732314,noun,Mx4rvdRVqZwpEbGdrcN5Y29ycA,Trustee
signature,106007107,6404582,noun,Mx4rvVjNKpwpEbGdrcN5Y29ycA,Signature
opium,103705643,3850966,noun,Mx4rvViu8pwpEbGdrcN5Y29ycA,Opium
brunet,109248593,9877856,noun,Mx4rvmn6qZwpEbGdrcN5Y29ycA,BrownHairedHuman
felt,103205504,3326795,noun,Mx4rvVil8ZwpEbGdrcN5Y29ycA,Felt
fat,302324705,2411224,adj,Mx4rvVi9tJwpEbGdrcN5Y29ycA,Thick
eventually,400048756,47641,adv,Mww,"[:IntervalAfterFn, :Now, :AnIndefiniteAmountOfTime]"
park,108089569,8615374,noun,Mx4rwQwoQJwpEbGdrcN5Y29ycA,Park-City
turn,202548691,2626934,verb,Mx4rdMYhUraeEdmFRQACs6hRjg,TurningSomethingIntoSomethingElse
temple,104237061,4407435,noun,Mx4rwQwW0ZwpEbGdrcN5Y29ycA,Temple
dodecagon,113096104,13882883,noun,Mx4rwKFxaZwpEbGdrcN5Y29ycA,Dodecagon
baseball_season,114379265,15240389,noun,Mx4rvVjeypwpEbGdrcN5Y29ycA,BaseballSeason
knit,103490139,3624966,noun,Mx4rwAITl5wpEbGdrcN5Y29ycA,Knitting
cognitive_science,105774760,6142861,noun,Mx4rwPvTepwpEbGdrcN5Y29ycA,CognitiveScience
body,104917531,5217859,noun,Mx8Ngh4rwPzUgpwpEbGdrcN5Y29ycB4rvViwMZwpEbGdrcN5Y29ycA,"[:DeadPhysicalRemainsFn, :Animal]"
turnpike,104327258,4501018,noun,Mx4rUEZKOqt9QdiYdara-7o1ZA,TollRoad
Iceland,108397815,8953151,noun,Mx4rwOvhjZwpEbGdrcN5Y29ycA,Iceland-TheIsland
United_Arab_Emirates,108482552,9044190,noun,Mx4rvViFjZwpEbGdrcN5Y29ycA,UnitedArabEmirates
UNIX,106165048,6568706,noun,Mx4rvViHlJwpEbGdrcN5Y29ycA,Unix
plate_glass,103810911,3961070,noun,Mx4rvVipWpwpEbGdrcN5Y29ycA,PlateGlass
coronary_sinus,104950167,5252402,noun,Mx4rv2LuopwpEbGdrcN5Y29ycA,CoronarySinus
bamboo,111399789,12147539,noun,Mx4rvVikJ5wpEbGdrcN5Y29ycA,BambooWood
snowmobile,104089078,4252077,noun,Mx4rwPzlHZwpEbGdrcN5Y29ycA,Snowmobile
Canadian_province,108277284,8821885,noun,Mx4rvVj3zpwpEbGdrcN5Y29ycA,CanadianProvince
staff,104131360,4296261,noun,Mx4rwP1jUpwpEbGdrcN5Y29ycA,WalkingCane
flea,102101207,2186153,noun,Mx4rvVi775wpEbGdrcN5Y29ycA,Flea
metamorphosis,112751251,13514880,noun,Mx4rwQCJ7pwpEbGdrcN5Y29ycA,Metamorphosis-Insect
foreman,109456014,10104209,noun,Mx4rvWYaL5wpEbGdrcN5Y29ycA,Foreman
greenhouse_effect,110721539,11461268,noun,Mx4rv87PbZwpEbGdrcN5Y29ycA,GreenhouseEffectProcess
scholar,109869332,10557854,noun,Mx4ricIx-Bk3QdifDqwFbZVelw,Scholar
wive,202265435,2332891,verb,Mx8Ngh4rvViympwpEbGdrcN5Y29ycB8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvVjW5ZwpEbGdrcN5Y29ycB4rvViyuJwpEbGdrcN5Y29ycB4rvVjWoZwpEbGdrcN5Y29ycA,"[:MakingAvailableFn, [:SubcollectionOfWithRelationFromTypeFn, :FemaleHuman, :wife, :MaleHuman]]"
ennoblement,100059681,65098,noun,Mx4rZ1seLLgjEdmAAAACs6hRjg,EnnoblingSomeone
activism,105558240,5901840,noun,Mx4rwRwbWpwpEbGdrcN5Y29ycA,Activism
ice_rink,103427115,3558176,noun,Mx4rvViIXJwpEbGdrcN5Y29ycA,IceRink
pupa,102226872,2312427,noun,Mx4rwQCBr5wpEbGdrcN5Y29ycA,Pupa
eardrum,105012477,5318831,noun,Mx4rvVjMX5wpEbGdrcN5Y29ycA,Eardrum
teller,110001415,10698970,noun,Mx4rvViu1JwpEbGdrcN5Y29ycA,BankTeller
Capella,108659653,9234654,noun,Mx4rwCv5NJwpEbGdrcN5Y29ycA,Capella-Star
clitoris,105207155,5523420,noun,Mx4rvVjr6ZwpEbGdrcN5Y29ycA,Clitoris
order,107656166,8147794,noun,Mx4rnlDD7MijEdmAAAACs6hRjg,ReligiousOrder
trout,107321868,7794452,noun,Mx4rvVi8rpwpEbGdrcN5Y29ycA,Trout
beet,111085917,11832214,noun,Mx4rvVjlfJwpEbGdrcN5Y29ycA,BeetPlant
staphylococcus,101304316,1379389,noun,Mx4rvVjUuZwpEbGdrcN5Y29ycA,Staphylococcus
adult,101248061,1321456,noun,Mx4rwQBnMZwpEbGdrcN5Y29ycA,AdultAnimal
astatine,113792261,14629561,noun,Mx4rvVjrbZwpEbGdrcN5Y29ycA,Astatine
Raleigh,108561632,9127844,noun,Mx4rvVixaZwpEbGdrcN5Y29ycA,CityOfRaleighNC
colon,112895800,13667643,noun,Mx4rvVjfcZwpEbGdrcN5Y29ycA,Colon-ElSalvador
fusion,100363458,380568,noun,Mx4rvViteJwpEbGdrcN5Y29ycA,FusionEvent
entree,107111979,7579575,noun,Mx4rvViVAZwpEbGdrcN5Y29ycA,Entree
kickback,112528874,13284784,noun,Mx4rvmxG_ZwpEbGdrcN5Y29ycA,Kickback
soixante-neuf,100804417,855407,noun,Mx4rv-Lu9JwpEbGdrcN5Y29ycA,SixtyNine
Crete,108244480,8784333,noun,Mx4rvViCppwpEbGdrcN5Y29ycA,Crete-Island-Greece
crosspiece,103023792,3137579,noun,Mx4rjVTbTr8YEdmAAAACs6hRjg,Crosspiece
Tanzania,108474455,9034550,noun,Mx4rvViK2JwpEbGdrcN5Y29ycA,Tanzania
banish,202428938,2503803,verb,Mx4ry9BP9ryZEdmAAAACs6hRjg,BanishingSomeone
Lake_Erie,108747668,9331066,noun,Mx4rvVi5xZwpEbGdrcN5Y29ycA,LakeErie
microfilm,103618459,3759432,noun,Mx4rvVjm7JwpEbGdrcN5Y29ycA,Microfilm
pullulate,200054712,56589,verb,Mx4rt8cfwLJtEdmAhAACs6hRjg,Pullulating-SomeAnimalBreeding
baby_oil,102671042,2766961,noun,Mx4rvVik6pwpEbGdrcN5Y29ycA,BabyOil
kerosene,113847630,14687633,noun,Mx4rvVjbl5wpEbGdrcN5Y29ycA,KeroseneFuel
bone,104966339,5269901,noun,Mx4rvVkCG5wpEbGdrcN5Y29ycA,Bone-BodyPart
Security_Council,107795546,8296332,noun,Mx4rvjmO4JwpEbGdrcN5Y29ycA,UNSecurityCouncil
minor_tranquilizer,103630215,3771443,noun,Mx4rwP34cpwpEbGdrcN5Y29ycA,Anxiolytic
organize,202359241,2432530,verb,Mx4rtk5ZvrviEdmAAAACs6hRjg,Organization-Administration-Management
doorsill,103106583,3223686,noun,Mx4rwP1YMZwpEbGdrcN5Y29ycA,DoorStep
muesli,107231475,7702957,noun,Mx4rwQCZwJwpEbGdrcN5Y29ycA,Muesli
embankment,103163074,3282060,noun,Mx4rvlCLGpwpEbGdrcN5Y29ycA,Embankment
surgeon,109983190,10679174,noun,Mx4rvVjoEZwpEbGdrcN5Y29ycA,Surgeon
barrow,102699691,2797295,noun,Mx4rvViTb5wpEbGdrcN5Y29ycA,Wheelbarrow
beehive,108644553,9218159,noun,Mx4rvVim85wpEbGdrcN5Y29ycA,NestForBees
sweet_potato,107240335,7712063,noun,Mx4rwQCBRpwpEbGdrcN5Y29ycA,SweetPotato-Foodstuff
dumb,300157028,151855,adj,Mx4rOMP3WnS_EdaAAACgyZzFrg,Mute
train,201880248,1936537,verb,Mx8Ngh4rv3tMrJwpEbGdrcN5Y29ycB4rvVjIJZwpEbGdrcN5Y29ycA,"[:TransportViaFn, :""Train-TransportationDevice""]"
lumberman,109613075,10276045,noun,Mx4rvVjwEpwpEbGdrcN5Y29ycA,Lumberjack
riverbank,108824090,9415584,noun,Mx4rwQtjpJwpEbGdrcN5Y29ycA,Riverbank
Cygnus,108684594,9262490,noun,Mx4rvhD4Y5wpEbGdrcN5Y29ycA,Cygnus-Constellation
mink,102355143,2442845,noun,Mx4rvV7vvJwpEbGdrcN5Y29ycA,Mink
tyrant,110034785,10735298,noun,Mx4r1HLvbiqmQdiGoItN2FMe7Q,Tyrant
Sierra_Leone,108438756,8996871,noun,Mx4rvViKEZwpEbGdrcN5Y29ycA,SierraLeone
Brahui,106556157,6982581,noun,Mx4rvViBQJwpEbGdrcN5Y29ycA,BrahuiLanguage
left_coronary_artery,105037002,5344213,noun,Mx4rvd6xIJwpEbGdrcN5Y29ycA,LeftCoronaryArtery-MainTrunk
sewing_machine,104020880,4179913,noun,Mx4rvViuGpwpEbGdrcN5Y29ycA,SewingMachine
east,400327291,323786,adv,Mx4rvVilWJwpEbGdrcN5Y29ycA,East-Generally
Heaviside,110319955,11037495,noun,Mx4rShstEsbSEdmAAAACs6hRjg,OliverHeaviside-Physicist
Bouvier_des_Flandres,102023330,2106382,noun,Mx4rvmrc8ZwpEbGdrcN5Y29ycA,BouvierDesFlandres
palm,105247300,5565696,noun,Mx4rvVkDKZwpEbGdrcN5Y29ycA,PalmOfHand
bail_out,202419717,2494259,verb,Mx4rwqL4krjGEdmAAAACs6hRjg,BailingOutSomeoneFromConfinement
fuse,103282745,3407369,noun,Mx4rvVjTzpwpEbGdrcN5Y29ycA,Fuse-ElectricalComponent
magnetite,114096270,14945914,noun,Mx4rwUpyG5wpEbGdrcN5Y29ycA,Magnetite
lithium,113805544,14643793,noun,Mx4rvVkBUpwpEbGdrcN5Y29ycA,Lithium
Zambezi,108884891,9483129,noun,Mx4rvVjSi5wpEbGdrcN5Y29ycA,ZambeziRiver
quarterback,109815264,10498816,noun,Mx4rvViYiZwpEbGdrcN5Y29ycA,FootballQuarterback
influence,202461275,2536557,verb,Mx4rwG1h15wpEbGdrcN5Y29ycA,InfluencingAnAgent
cold,301212558,1257612,adj,Mx4rvViTc5wpEbGdrcN5Y29ycA,EmotionalColdness
polo_shirt,103828684,3978966,noun,Mx4rvgHu8pwpEbGdrcN5Y29ycA,PoloShirt
lizard,101595649,1674464,noun,Mx4rvVjwr5wpEbGdrcN5Y29ycA,Lizard
yttrium,113822481,14661740,noun,Mx4rvVkJK5wpEbGdrcN5Y29ycA,Yttrium
kill,201284688,1323958,verb,Mx4rvVisLpwpEbGdrcN5Y29ycA,KillingByOrganism
left_hemisphere,105162524,5477112,noun,Mx8Ngh4rvgIFoJwpEbGdrcN5Y29ycB4rvigx5ZwpEbGdrcN5Y29ycA,"[:LeftObjectOfPairFn, :CerebralHemisphere]"
balance,102680340,2777100,noun,Mx4rwP1JQJwpEbGdrcN5Y29ycA,Scale-MeasuringDevice
granola,107233494,7704994,noun,Mx4rwQCTEJwpEbGdrcN5Y29ycA,Granola
presentation,100496521,521562,noun,Mx4rwPvkW5wpEbGdrcN5Y29ycA,Presentation
date_palm,111845209,12593994,noun,Mx4rvVia5pwpEbGdrcN5Y29ycA,DatePalm
morphine,103644536,3786417,noun,Mx4rwQ6EdpwpEbGdrcN5Y29ycA,Morphine
onion,111684293,12432808,noun,Mx4rvVjIZ5wpEbGdrcN5Y29ycA,OnionPlant
tonsillitis,113544290,14357251,noun,Mx4rvgETZ5wpEbGdrcN5Y29ycA,Tonsillitis
express,200909455,940384,verb,Mx4rvVj2r5wpEbGdrcN5Y29ycA,IBTGeneration-Original
hair,101818885,1900150,noun,Mx4rvVjOX5wpEbGdrcN5Y29ycA,Hair-Strand
keep,202653121,2733122,verb,Mx4rrNYp-LgNEdmAAAACs6hRjg,Keeping-ProtectingSomething
volt,112872374,13643276,noun,Mx4rvVjrXZwpEbGdrcN5Y29ycA,Volt
diploid,101246883,1320093,noun,Mx4rwQwaj5wpEbGdrcN5Y29ycA,DiploidCell
identification,106461572,6885083,noun,Mx4rvViQPpwpEbGdrcN5Y29ycA,IDDocument
lacrimal_gland,105024588,5331653,noun,Mx4rvViWhJwpEbGdrcN5Y29ycA,TearGland
osculate,202670237,2751055,verb,Mx4rSCsrTMCNEdmAAAACs6hRjg,OsculatingSomething
science,105647602,5999797,noun,Mx4rvVi3_JwpEbGdrcN5Y29ycA,ScientificFieldOfStudy
cheerleader,109281158,9913455,noun,Mx4rwQBvF5wpEbGdrcN5Y29ycA,Cheerleader
trace,201539039,1582645,verb,Mx4rvVidJJwpEbGdrcN5Y29ycA,Drawing-Depicting
rib_cage,105235963,5553768,noun,Mx4rvVjOZpwpEbGdrcN5Y29ycA,RibCage
Monegasque,109107363,10327987,noun,Mx4rvVjHiJwpEbGdrcN5Y29ycA,MonacanPerson
operating_system,106164496,6568134,noun,Mx4rvViws5wpEbGdrcN5Y29ycA,OperatingSystem
genus_Streptococcus,101305559,1380902,noun,Mx4rvViFsJwpEbGdrcN5Y29ycA,Streptococcus
crane,200027558,28167,verb,Mx4rw4Ye4rKNEdmAhAACs6hRjg,CraningOnesNeck
subjugate,202422244,2496816,verb,Mx4rCWvzyLjHEdmAAAACs6hRjg,SubjugatingSomeone
Almaty,108461133,9020299,noun,Mx4rvWJQk5wpEbGdrcN5Y29ycA,CityOfAlmatyKazakhstan
surface,108130931,8660339,noun,Mx4rvVkDZZwpEbGdrcN5Y29ycA,SurfaceRegion-Tangible
cough_drop,107139426,7607967,noun,Mx4rwP1lXZwpEbGdrcN5Y29ycA,CoughDrop
give,202137285,2200686,verb,Mx4rvVjuYZwpEbGdrcN5Y29ycA,GiftGiving
yoga,105859503,6239361,noun,Mx4rvViwLpwpEbGdrcN5Y29ycA,DoingYoga
solar_array,104094684,4257790,noun,Mx4rwQtlc5wpEbGdrcN5Y29ycA,SolarPanel
rub,201212021,1249724,verb,Mx4rvVibgJwpEbGdrcN5Y29ycA,Rubbing
