New Testament books,Mx4rv4FKzJwpEbGdrcN5Y29ycA,NewTestamentBook,0.08333
Old Testament books,Mx4rvs6-dJwpEbGdrcN5Y29ycA,OldTestamentBook,0.14286
Live albums,Mx4rrCLPHuYRQdaYGdGb966k4g,LiveAlbum-CW,0.90386
Rock musicians,Mx4rwJJkBpwpEbGdrcN5Y29ycA,RockMusician,0.26744
Jewish holy days,Mx4rwQBiypwpEbGdrcN5Y29ycA,JewishHoliday,0.70588
Papuan languages,Mx4rvVj8tJwpEbGdrcN5Y29ycA,PapuanLanguageGrouping,0.90734
Presidents of Argentina,Mx4rn-JFu_f0SSGCI06dSjxYEw,PresidentOfArgentina,0.87671
Stage actors,Mx4rwNFwmZwpEbGdrcN5Y29ycA,ActorInPlays,0.85794
Ancient Romans,Mx4rv51_m5wpEbGdrcN5Y29ycA,AncientRomanPerson,0.55446
Non-steroidal anti-inflammatory drugs,Mx4rZSeBjJlvEd2AAABQjYGu0g,NonSteroidalAntiInflammatory,0.20611
New Zealand people,Mx4rvViWTJwpEbGdrcN5Y29ycA,NewZealandPerson,0.25151
Olympics,Mx4rvVkA9pwpEbGdrcN5Y29ycA,OlympicGames,0.0628
Italian people,Mx4rvVisVJwpEbGdrcN5Y29ycA,ItalianPerson,0.25321
Israeli people,Mx4rvVjqYZwpEbGdrcN5Y29ycA,IsraeliPerson,0.40698
Austrian people,Mx4rvVjj5pwpEbGdrcN5Y29ycA,AustrianPerson,0.21142
Opioids,Mx4ryPYYs8nhRIu3xrf7CrNnMQ,Opioid,0.1173
Belgian people,Mx4rvVjfiZwpEbGdrcN5Y29ycA,BelgianPerson,0.46145
G protein coupled receptors,Mx4roV_ponMRS_ehBi-Ocz2fOw,GProteinLinkedReceptor,0.95
Transmembrane receptors,Mx4rPgl8zHhRQQSt8ahWpB-4WA,MembraneReceptorMolecule,0.94521
7TM receptors,Mx4roV_ponMRS_ehBi-Ocz2fOw,GProteinLinkedReceptor,0.95
Membrane proteins,Mx4rNhT-Bh8_SOGbwd4VpgtnOQ,MembraneProtein,0.81639
Integral membrane proteins,Mx4r6OLvcpV7TRm0saJ55b0Dng,IntegralMembraneProtein,0.82278
Tyrosine kinase receptors,Mx4rSQpq5pYtQnmAEIx7gl3xYg,ReceptorTyrosineKinaseMolecule,0.95
Protein kinases,Mx4roF6tFjedTIWTgH6RBO2Y_g,ProteinKinaseMolecule,0.93023
Tyrosine kinases,Mx4roxga8qa1SO6rHuIY7NsdrQ,TyrosineKinaseMolecule,0.68085
Hydrolases,Mx4rViiVeNjjS663a1rpXXXPJQ,Hydrolase,0.5283
Lyases,Mx4rizsshPICTfC_QsBTAFN1tQ,LyaseMolecule,0.83333
Ligases,Mx4rLexzUdBTTkGjLEAsA-KnDg,Ligase,0.95
Bolivian people,Mx4rvVjgI5wpEbGdrcN5Y29ycA,BolivianPerson,0.15323
Intracellular receptors,Mx4r5GAuUvjBRme6jscivgr2eg,IntracellularReceptorMolecule,0.95
Romanian people,Mx4rvViNwZwpEbGdrcN5Y29ycA,RomanianPerson,0.21221
Ecuadorian people,Mx4rvVkKjpwpEbGdrcN5Y29ycA,EcuadoranPerson,0.02326
Guyanese people,Mx4rvVj1KpwpEbGdrcN5Y29ycA,GuyanaPerson,0.2735
Paraguayan people,Mx4rvVia4ZwpEbGdrcN5Y29ycA,ParaguayanPerson,0.05102
Peruvian people,Mx4rvVjJnpwpEbGdrcN5Y29ycA,PeruvianPerson,0.15888
Surinamese people,Mx4rvViqMJwpEbGdrcN5Y29ycA,SurinamePerson,0.07407
Uruguayan people,Mx4rvVj9FZwpEbGdrcN5Y29ycA,UruguayanPerson,0.08276
Venezuelan people,Mx4rvVjaUZwpEbGdrcN5Y29ycA,VenezuelanPerson,0.28054
Belizean people,Mx4rvViGTJwpEbGdrcN5Y29ycA,BelizeanPerson,0.12903
Costa Rican people,Mx4rvVkHz5wpEbGdrcN5Y29ycA,CostaRicanPerson,0.1625
Salvadoran people,Mx4rvVjsg5wpEbGdrcN5Y29ycA,SalvadoranPerson,0.18182
Guatemalan people,Mx4rvVibEJwpEbGdrcN5Y29ycA,GuatemalanPerson,0.07609
Romantic comedy films,Mx4rwAvYTZwpEbGdrcN5Y29ycA,RomanticComedyMovie,0.95
Yemeni people,Mx4rv5yEKpwpEbGdrcN5Y29ycA,YemenPerson,0.633
Governors of California,Mx8NhB4rvuAoI5wpEbGdrcN5Y29ycB4rwQry_pwpEbGdrcN5Y29ycB4rvVkDFpwpEbGdrcN5Y29ycB4rvVj2upwpEbGdrcN5Y29ycA,"[:SubcollectionOfWithRelationFromFn, :USStateGovernor, :hasAsHeadOfGovernment, :""California-State""]",0.86905
Science books,Mx4rv8iAN5wpEbGdrcN5Y29ycA,ScienceBookCW,0.83502
Silent films,Mx4rwIMJq5wpEbGdrcN5Y29ycA,Movie-Silent,0.87289
Maltese people,Mx4rvVin85wpEbGdrcN5Y29ycA,MaltesePerson,0.20833
Italian politicians,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4rvVisVJwpEbGdrcN5Y29ycB4rvVjntpwpEbGdrcN5Y29ycA,"[:CollectionIntersection2Fn, :ItalianPerson, :Politician]",0.59158
Welsh people,Mx4rvVjTjpwpEbGdrcN5Y29ycA,WelshPerson,0.17512
Scottish people,Mx4rvVi6npwpEbGdrcN5Y29ycA,ScottishPerson,0.28795
Adventure games,Mx4rvt4ftpwpEbGdrcN5Y29ycA,AdventureGameProgram,0.93018
Anti-diabetic drugs,Mx4rvVpudZwpEbGdrcN5Y29ycA,AntiDiabeticDrug,0.04286
Swiss people,Mx4rvVjQ3ZwpEbGdrcN5Y29ycA,SwissPerson,0.1848
Trotskyists,Mx4rvhPXc5wpEbGdrcN5Y29ycA,Trotskyist,0.74074
Functional groups,Mx4rJPMmg1iGTU-nxymjhyl_hA,FunctionalGroup-Molecular,0.00042
Hindu temples,Mx4rVBSPbAZrQdiZ6MghUmb9tg,HinduTemple,0.19608
Buddhist temples,Mx4rvgDGwJwpEbGdrcN5Y29ycA,BuddhistTemple,0.32432
Inuit,Mx4rwFSyDZwpEbGdrcN5Y29ycA,InuitLanguageFamily,0.04412
Computer printers,Mx4rvVitlpwpEbGdrcN5Y29ycA,ComputerPrinter,0.18421
Musical films,Mx4rv38o5pwpEbGdrcN5Y29ycA,MusicalMovie,0.02564
American people,Mx4rvVj1zpwpEbGdrcN5Y29ycA,UnitedStatesPerson,0.58649
Organ systems,Mx4rCWM0QCtDEdyAAADggVbxzQ,OrganSystem,0.14286
Human cells,Mx4rCvsG2IzjQ3-V5pi9INsUDw,HumanCell,0.03906
Sega Saturn games,Mx4rvYKJsZwpEbGdrcN5Y29ycA,SegaSaturnGame,0.95
Nintendo 64 games,Mx4rv9H_qpwpEbGdrcN5Y29ycA,Nintendo64Game,0.90933
PC games,Mx4rvVjmuJwpEbGdrcN5Y29ycA,ComputerGameProgram,0.93993
Mexican people,Mx4rvVi-bpwpEbGdrcN5Y29ycA,MexicanPerson,0.41638
Nicaraguan people,Mx4rvViup5wpEbGdrcN5Y29ycA,NicaraguanPerson,0.20513
Neo-Geo games,Mx4rvuVSf5wpEbGdrcN5Y29ycA,NeoGeoGame,0.95
Fast-food restaurants,Mx4rvVjDmZwpEbGdrcN5Y29ycA,FastFoodRestaurant-Organization,0.69159
Khoisan languages,Mx4rvVjzPJwpEbGdrcN5Y29ycA,KhoisanLanguageFamily,0.79412
Bahamian people,Mx4rvVkJWpwpEbGdrcN5Y29ycA,BahamasPerson,0.12698
Barbadian people,Mx4rvVkJF5wpEbGdrcN5Y29ycA,BarbadosPerson,0.35789
Cuban people,Mx4rvVjmrJwpEbGdrcN5Y29ycA,CubanPerson,0.24775
Naval ships,Mx4rvVjw85wpEbGdrcN5Y29ycA,ModernNavalShip,0.48299
Peptide hormones,Mx4r5vb1h9RNQf2yicYg4v1_xA,PeptideHormone,0.06667
Cypriot people,Mx4rvViPApwpEbGdrcN5Y29ycA,CyprusPerson,0.37822
Greek people,Mx4rvVj4n5wpEbGdrcN5Y29ycA,GreekPerson,0.24225
Greek politicians,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4rvVjntpwpEbGdrcN5Y29ycB4rvVj4n5wpEbGdrcN5Y29ycA,"[:CollectionIntersection2Fn, :Politician, :GreekPerson]",0.62567
Hungarian people,Mx4rvVjTqJwpEbGdrcN5Y29ycA,HungarianPerson,0.4456
Lithuanian people,Mx4rvVwF_ZwpEbGdrcN5Y29ycA,LithuanianPerson,0.09259
Slovak people,Mx4rvVoTD5wpEbGdrcN5Y29ycA,SlovakiaPerson,0.12023
Czech people,Mx4rvVkABJwpEbGdrcN5Y29ycA,CzechRepublicPerson,0.14639
Honduran people,Mx4rvVi3UZwpEbGdrcN5Y29ycA,HonduranPerson,0.15909
Panamanian people,Mx4rvVjHX5wpEbGdrcN5Y29ycA,PanamanianPerson,0.10891
Bulgarian people,Mx4rvViYAJwpEbGdrcN5Y29ycA,BulgarianPerson,0.4641
Spanish people,Mx4rvVj8RpwpEbGdrcN5Y29ycA,SpanishPerson,0.27977
Lebanese people,Mx4rvVi3JJwpEbGdrcN5Y29ycA,LebanesePerson,0.32308
Nature reserves,Mx4rbXHMfAnoEdqAAAACs0x8nw,NatureReserve,0.01078
Iranian people,Mx4rvVjSMJwpEbGdrcN5Y29ycA,IranianPerson,0.43685
Malaysian people,Mx4rvViFfZwpEbGdrcN5Y29ycA,MalaysianPerson,0.26776
Polish people,Mx4rvVjNdZwpEbGdrcN5Y29ycA,PolishPerson,0.19444
Ukrainian people,Mx4rwO0V35wpEbGdrcN5Y29ycA,UkrainianPerson,0.15094
Computer file formats,Mx4rvnlFSZwpEbGdrcN5Y29ycA,ComputerFileTypeByFormat,0.09502
Fictional languages,Mx4rvndKxpwpEbGdrcN5Y29ycA,FictionalLanguage,0.0
Indian people,Mx4rvVjYg5wpEbGdrcN5Y29ycA,IndianCitizenOrSubject,0.37722
Ionotropic receptors,Mx4rA471QlfVQviDSEjjnhcduA,LigandGatedIonChannel,0.91667
Codecs,Mx4rhl2kvry-SeuQRQWImAsi-w,Codec-Software,0.67164
Newsgroups,Mx4rwRZ4-pwpEbGdrcN5Y29ycA,InternetNewsgroup,0.5
Ghanaian people,Mx4rvVkKxZwpEbGdrcN5Y29ycA,GhanaPerson,0.29412
Indo-Aryan languages,Mx4rv7EDWJwpEbGdrcN5Y29ycA,IndoAryanLanguageFamily,0.93333
Indo-Iranian languages,Mx4rvViS7ZwpEbGdrcN5Y29ycA,Indo-IranianLanguageFamily,0.82143
Iranian languages,Mx4rv2DotJwpEbGdrcN5Y29ycA,IranianLanguageFamily,0.70833
Argentine people,Mx4rvVj2SZwpEbGdrcN5Y29ycA,ArgentinePerson,0.17933
Berber languages,Mx4rvVjOjpwpEbGdrcN5Y29ycA,BerberLanguageFamily,0.84416
Special forces,Mx4rvbMLCpwpEbGdrcN5Y29ycA,MilitarySpecialForce,0.67442
Croatian people,Mx4rDoU8Yv9ZQdeD0YhJ2FeKpg,CroatianPerson,0.1067
Medical emergencies,Mx4r13NkHIczQdeVoNmHX6gE_g,MedicalEmergency,0.0
Middle Eastern countries,Mx4rwHaS2ZwpEbGdrcN5Y29ycA,MiddleEasternCountry,0.81548
Animated films,Mx4rvW_VwpwpEbGdrcN5Y29ycA,AnimatedMovie,0.58119
Units of mass,Mx4rvViKcpwpEbGdrcN5Y29ycA,UnitOfMass,0.20833
Superconductors,Mx4rvb3FSpwpEbGdrcN5Y29ycA,Superconductor,0.0
Youth organizations,Mx8NhB4rcacO5KgcQdidVfCUDYB6bg-SeW91dGggb3JnYW5pemF0aW9uHitwVI6uVvcR1oAAAJAnmlkHD6RmMGEzN2MwZS1lNzk5LTExZGItODAwMC0wMDAyYjNhMzMxNDE,"[:""InstanceNamedFn-Ternary"", ""youth organization"", :OrganizationType, ""f0a37c0e-e799-11db-8000-0002b3a33141""]",0.37919
Sports teams,Mx4rvViwbJwpEbGdrcN5Y29ycA,SportsTeam,0.44
Austronesian languages,Mx4rvViWqZwpEbGdrcN5Y29ycA,AustronesianLanguageFamily,0.68571
Units of area,Mx4rvVjCx5wpEbGdrcN5Y29ycA,UnitOfArea,0.26316
Military aircraft,Mx4rvVizdZwpEbGdrcN5Y29ycA,MilitaryAircraft,0.0941
Cargo aircraft,Mx4ruJ_-Ct-EEdmAAAACs6hnlQ,CargoAirplane,0.11765
Bomber aircraft,Mx4rvVjT7ZwpEbGdrcN5Y29ycA,BomberPlane,0.95
Dreamcast games,Mx4rvvjzopwpEbGdrcN5Y29ycA,SegaDreamcastGame,0.9181
Units of pressure,Mx4rvVjHdpwpEbGdrcN5Y29ycA,UnitOfPressure,0.5
Units of energy,Mx4rvVjdcZwpEbGdrcN5Y29ycA,UnitOfEnergy,0.71429
Indoor arenas,Mx4rwPubLZwpEbGdrcN5Y29ycA,Stadium-Indoor,0.90551
Units of acceleration,Mx4rvVjq35wpEbGdrcN5Y29ycA,UnitOfAcceleration,0.625
Units of force,Mx4rvVjG85wpEbGdrcN5Y29ycA,UnitOfForce,0.625
Units of velocity,Mx4rvViQ75wpEbGdrcN5Y29ycA,UnitOfVelocity,0.625
Units of temperature,Mx4rvVixf5wpEbGdrcN5Y29ycA,UnitOfTemperature,0.625
Units of power,Mx4rvVjqWpwpEbGdrcN5Y29ycA,UnitOfPower,0.71429
Units of frequency,Mx4rvVisiZwpEbGdrcN5Y29ycA,UnitOfFrequency,0.55556
Network protocols,Mx4rvzDExpwpEbGdrcN5Y29ycA,NetworkProtocol,0.10345
Units of electrical resistance,Mx4rvRmApsr8EdmAAAACs6hRjg,UnitOfElectricalResistance,0.95
Record labels,Mx4rwNdapZwpEbGdrcN5Y29ycA,RecordCompany,0.08525
Cyrillic letters,Mx4rvVkI8ZwpEbGdrcN5Y29ycA,CyrillicLetter,0.05882
Electronic music genres,Mx4rknb7onS7EdaAAACgyZzFrg,MusicalComposition-Electronic,0.88372
Proton pump inhibitors,Mx4rwJQAZpwpEbGdrcN5Y29ycA,ProtonPumpInhibitor,0.95
Jewish organizations,Mx8NhB4rcacO5KgcQdidVfCUDYB6bg-USmV3aXNoIG9yZ2FuaXphdGlvbnMeK71l2ICcKRGxna3DeWNvcnAPpDVmMzlkNDA4LTE3YjYtNDFkOS04YjdiLWM0N2E2NDdhZmI1Mw,"[:""InstanceNamedFn-Ternary"", ""Jewish organizations"", :ExistingObjectType, ""5f39d408-17b6-41d9-8b7b-c47a647afb53""]",0.0
Cricket teams,Mx4rvVjWfZwpEbGdrcN5Y29ycA,CricketTeam,0.75309
Turkish people,Mx4rvVjDRJwpEbGdrcN5Y29ycA,TurkishPerson,0.18534
Liberian people,Mx4rvVjJFJwpEbGdrcN5Y29ycA,LiberianPerson,0.125
Nigerian people,Mx4rvViarJwpEbGdrcN5Y29ycA,NigerianPerson,0.25455
Cameroonian people,Mx4rvVkCjJwpEbGdrcN5Y29ycA,CameroonPerson,0.15
South Korean people,Mx4rvVjRMpwpEbGdrcN5Y29ycA,SouthKoreanPerson,0.16244
Senegalese people,Mx4rvVizAZwpEbGdrcN5Y29ycA,SenegalPerson,0.24051
Fijian people,Mx4rvVjL35wpEbGdrcN5Y29ycA,FijianPerson,0.45727
Surface-to-surface missiles,Mx4rvb3iFpwpEbGdrcN5Y29ycA,SurfaceToSurfaceMissile,0.68571
Anti-tank missiles,Mx4rwHPZEZwpEbGdrcN5Y29ycA,AntiTankGuidedWeapon,0.02564
Anti-ship missiles,Mx4rvtjSBpwpEbGdrcN5Y29ycA,AntiShipMissile,0.88
Coast guards,Mx4rvtf21pwpEbGdrcN5Y29ycA,CoastGuardOrganization,0.61818
Non-profit organizations,Mx4rvViu6JwpEbGdrcN5Y29ycA,NonProfitOrganization,0.68349
Uralic languages,Mx4rvVkLO5wpEbGdrcN5Y29ycA,UralicLanguageFamily,0.63014
Taiwanese people,Mx4rvVigQpwpEbGdrcN5Y29ycA,TaiwanesePerson,0.31925
Dravidian languages,Mx4rvVj8O5wpEbGdrcN5Y29ycA,DravidianLanguageFamily,0.81818
Automotive accessories,Mx4rvVjmzZwpEbGdrcN5Y29ycA,AutoAccessoriesMarketCategory,0.0
Pornographic films,Mx4rvn_DCJwpEbGdrcN5Y29ycA,PornographicMovie,0.34021
Destroyer tenders,Mx4rvtDVCZwpEbGdrcN5Y29ycA,DestroyerTender,0.95
Medicinal plants,Mx4r5UhjLnbRQdic4oSEiA2bNw,MedicinalPlantType,0.00172
Probability distributions,Mx4rp-S8dIIREdqAAACQJw5drg,ProbabilityDistributionFunction,0.03571
Cruise lines,Mx4rv_dgK5wpEbGdrcN5Y29ycA,CruiseLine,0.00207
Academy Awards,Mx4rwMlokZwpEbGdrcN5Y29ycA,AcademyAward,0.27642
Zimbabwean people,Mx4rvWc4aJwpEbGdrcN5Y29ycA,ZimbabwePerson,0.2625
Satellite navigation systems,Mx4r74KbCDO1EdyAAAACs6hRXg,SatelliteNavigationSystem,0.02128
Construction toys,Mx4rvn9fApwpEbGdrcN5Y29ycA,ConstructionToy,0.36364
Oil fields,Mx4rvurrC5wpEbGdrcN5Y29ycA,OilField,0.0
Governors of Alaska,Mx8NhB4rvuAoI5wpEbGdrcN5Y29ycB4rwQry_pwpEbGdrcN5Y29ycB4rvVkDFpwpEbGdrcN5Y29ycB4rvViMJZwpEbGdrcN5Y29ycA,"[:SubcollectionOfWithRelationFromFn, :USStateGovernor, :hasAsHeadOfGovernment, :""Alaska-State""]",0.66154
